forecast_date,target,target_end_date,location,type,quantile,value
2023-03-25,1 wk ahead inc case,2023-03-30,BE,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,BG,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,CZ,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,DK,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,DE,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,EE,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,IE,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,GR,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,ES,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,FR,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,HR,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,IT,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,CY,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,LV,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,LT,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,LU,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,HU,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,MT,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,NL,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,AT,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,PL,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,PT,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,RO,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,SI,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,SK,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,FI,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,SE,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,GB,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,IS,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,LI,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,NO,quantile,0.010,0
2023-03-25,1 wk ahead inc case,2023-03-30,CH,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,BE,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,BG,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,CZ,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,DK,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,DE,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,EE,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,IE,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,GR,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,ES,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,FR,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,HR,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,IT,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,CY,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,LV,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,LT,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,LU,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,HU,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,MT,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,NL,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,AT,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,PL,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,PT,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,RO,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,SI,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,SK,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,FI,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,SE,quantile,0.010,0
2023-03-25,2 wk ahead inc case,2023-04-06,GB,quantile,0.010,0
