forecast_date,target,target_end_date,location,type,quantile,value
2023-05-06,1 wk ahead inc case,2023-05-13,BE,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,BG,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,CZ,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,DK,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,DE,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,EE,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,IE,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,GR,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,ES,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,FR,quantile,0.010,2
2023-05-06,1 wk ahead inc case,2023-05-13,HR,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,IT,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,CY,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,LV,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,LT,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,LU,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,HU,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,MT,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,NL,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,AT,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,PL,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,PT,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,RO,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,SI,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,SK,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,FI,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,SE,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,GB,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,IS,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,LI,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,NO,quantile,0.010,0
2023-05-06,1 wk ahead inc case,2023-05-13,CH,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,BE,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,BG,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,CZ,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,DK,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,DE,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,EE,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,IE,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,GR,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,ES,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,FR,quantile,0.010,0
2023-05-06,2 wk ahead inc case,2023-05-20,HR,quantile,0.010,0
