forecast_date,target,target_end_date,location,type,quantile,value
2023-03-11,1 wk ahead inc case,2023-03-12,BE,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,BG,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,CZ,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,DK,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,DE,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,EE,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,IE,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,GR,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,ES,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,FR,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,HR,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,IT,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,CY,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,LV,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,LT,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,LU,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,HU,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,MT,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,NL,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,AT,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,PL,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,PT,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,RO,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,SI,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,SK,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,FI,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,SE,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,GB,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,IS,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,LI,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,NO,quantile,0.010,0
2023-03-11,1 wk ahead inc case,2023-03-12,CH,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,BE,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,BG,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,CZ,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,DK,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,DE,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,EE,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,IE,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,GR,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,ES,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,FR,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,HR,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,IT,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,CY,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,LV,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,LT,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,LU,quantile,0.010,41
2023-03-11,2 wk ahead inc case,2023-03-13,HU,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,MT,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,NL,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,AT,quantile,0.010,862
2023-03-11,2 wk ahead inc case,2023-03-13,PL,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,PT,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,RO,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,SI,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,SK,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,FI,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,SE,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,GB,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,IS,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,LI,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,NO,quantile,0.010,0
2023-03-11,2 wk ahead inc case,2023-03-13,CH,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,BE,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,BG,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,CZ,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,DK,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,DE,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,EE,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,IE,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,GR,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,ES,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,FR,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,HR,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,IT,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,CY,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,LV,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,LT,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,LU,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,HU,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,MT,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,NL,quantile,0.010,0
2023-03-11,3 wk ahead inc case,2023-03-14,AT,quantile,0.010,79
2023-03-11,3 wk ahead inc case,2023-03-14,PL,quantile,0.010,0
