forecast_date,target,target_end_date,location,type,quantile,value
2022-01-09,1 day ahead inc hosp,2022-01-14,53,quantile,0.01,121.7
2022-01-09,1 day ahead inc hosp,2022-01-14,17,quantile,0.01,602.3
2022-01-09,1 day ahead inc hosp,2022-01-14,06,quantile,0.01,1167.4
2022-01-09,1 day ahead inc hosp,2022-01-14,04,quantile,0.01,166
2022-01-09,1 day ahead inc hosp,2022-01-14,25,quantile,0.01,253.8
2022-01-09,1 day ahead inc hosp,2022-01-14,55,quantile,0.01,278
2022-01-09,1 day ahead inc hosp,2022-01-14,48,quantile,0.01,1210.3
2022-01-09,1 day ahead inc hosp,2022-01-14,31,quantile,0.01,40.7
2022-01-09,1 day ahead inc hosp,2022-01-14,49,quantile,0.01,62.3
2022-01-09,1 day ahead inc hosp,2022-01-14,41,quantile,0.01,51.8
2022-01-09,1 day ahead inc hosp,2022-01-14,12,quantile,0.01,1154
2022-01-09,1 day ahead inc hosp,2022-01-14,36,quantile,0.01,1102.7
2022-01-09,1 day ahead inc hosp,2022-01-14,44,quantile,0.01,34.3
2022-01-09,1 day ahead inc hosp,2022-01-14,13,quantile,0.01,644.2
2022-01-09,1 day ahead inc hosp,2022-01-14,33,quantile,0.01,27.6
2022-01-09,1 day ahead inc hosp,2022-01-14,37,quantile,0.01,294.6
2022-01-09,1 day ahead inc hosp,2022-01-14,34,quantile,0.01,178.4
2022-01-09,1 day ahead inc hosp,2022-01-14,08,quantile,0.01,225.6
2022-01-09,1 day ahead inc hosp,2022-01-14,24,quantile,0.01,258.7
2022-01-09,1 day ahead inc hosp,2022-01-14,32,quantile,0.01,80.3
2022-01-09,1 day ahead inc hosp,2022-01-14,47,quantile,0.01,255.3
2022-01-09,1 day ahead inc hosp,2022-01-14,15,quantile,0.01,26.5
2022-01-09,1 day ahead inc hosp,2022-01-14,18,quantile,0.01,209.1
2022-01-09,1 day ahead inc hosp,2022-01-14,21,quantile,0.01,64.9
2022-01-09,1 day ahead inc hosp,2022-01-14,27,quantile,0.01,115.8
2022-01-09,1 day ahead inc hosp,2022-01-14,40,quantile,0.01,138.3
2022-01-09,1 day ahead inc hosp,2022-01-14,42,quantile,0.01,589.2
2022-01-09,1 day ahead inc hosp,2022-01-14,45,quantile,0.01,189.7
2022-01-09,1 day ahead inc hosp,2022-01-14,11,quantile,0.01,14.3
2022-01-09,1 day ahead inc hosp,2022-01-14,20,quantile,0.01,89.3
2022-01-09,1 day ahead inc hosp,2022-01-14,29,quantile,0.01,232
2022-01-09,1 day ahead inc hosp,2022-01-14,50,quantile,0.01,7.9
2022-01-09,1 day ahead inc hosp,2022-01-14,51,quantile,0.01,352.4
2022-01-09,1 day ahead inc hosp,2022-01-14,09,quantile,0.01,187.2
2022-01-09,1 day ahead inc hosp,2022-01-14,19,quantile,0.01,111.6
2022-01-09,1 day ahead inc hosp,2022-01-14,22,quantile,0.01,113.4
2022-01-09,1 day ahead inc hosp,2022-01-14,39,quantile,0.01,640.1
2022-01-09,1 day ahead inc hosp,2022-01-14,26,quantile,0.01,423.3
2022-01-09,1 day ahead inc hosp,2022-01-14,46,quantile,0.01,34
2022-01-09,1 day ahead inc hosp,2022-01-14,05,quantile,0.01,81.5
2022-01-09,1 day ahead inc hosp,2022-01-14,10,quantile,0.01,20.1
2022-01-09,1 day ahead inc hosp,2022-01-14,28,quantile,0.01,97.9
2022-01-09,1 day ahead inc hosp,2022-01-14,35,quantile,0.01,53.6
2022-01-09,1 day ahead inc hosp,2022-01-14,38,quantile,0.01,16
2022-01-09,1 day ahead inc hosp,2022-01-14,56,quantile,0.01,7.8
2022-01-09,1 day ahead inc hosp,2022-01-14,02,quantile,0.01,2.5
2022-01-09,1 day ahead inc hosp,2022-01-14,23,quantile,0.01,17.3
2022-01-09,1 day ahead inc hosp,2022-01-14,01,quantile,0.01,232.8
2022-01-09,1 day ahead inc hosp,2022-01-14,16,quantile,0.01,22.4
2022-01-09,1 day ahead inc hosp,2022-01-14,30,quantile,0.01,28.1
2022-01-09,1 day ahead inc hosp,2022-01-14,72,quantile,0.01,25.1
2022-01-09,1 day ahead inc hosp,2022-01-14,78,quantile,0.01,0.7
2022-01-09,1 day ahead inc hosp,2022-01-14,54,quantile,0.01,53.5
2022-01-09,2 day ahead inc hosp,2022-01-21,53,quantile,0.01,122.1
2022-01-09,2 day ahead inc hosp,2022-01-21,17,quantile,0.01,598.6
2022-01-09,2 day ahead inc hosp,2022-01-21,06,quantile,0.01,1166.3
2022-01-09,2 day ahead inc hosp,2022-01-21,04,quantile,0.01,165.3
2022-01-09,2 day ahead inc hosp,2022-01-21,25,quantile,0.01,252.3
2022-01-09,2 day ahead inc hosp,2022-01-21,55,quantile,0.01,276.2
2022-01-09,2 day ahead inc hosp,2022-01-21,48,quantile,0.01,1204
2022-01-09,2 day ahead inc hosp,2022-01-21,31,quantile,0.01,40.6
2022-01-09,2 day ahead inc hosp,2022-01-21,49,quantile,0.01,61.4
2022-01-09,2 day ahead inc hosp,2022-01-21,41,quantile,0.01,52.1
2022-01-09,2 day ahead inc hosp,2022-01-21,12,quantile,0.01,1148.6
2022-01-09,2 day ahead inc hosp,2022-01-21,36,quantile,0.01,1090.6
2022-01-09,2 day ahead inc hosp,2022-01-21,44,quantile,0.01,34.3
2022-01-09,2 day ahead inc hosp,2022-01-21,13,quantile,0.01,640.7
2022-01-09,2 day ahead inc hosp,2022-01-21,33,quantile,0.01,27.4
2022-01-09,2 day ahead inc hosp,2022-01-21,37,quantile,0.01,296.1
2022-01-09,2 day ahead inc hosp,2022-01-21,34,quantile,0.01,178.6
