forecast_date,target,target_end_date,location,type,quantile,value
2022-06-19,1 day ahead inc hosp,2022-06-24,53,quantile,0.01,46.8
2022-06-19,1 day ahead inc hosp,2022-06-24,17,quantile,0.01,104.5
2022-06-19,1 day ahead inc hosp,2022-06-24,06,quantile,0.01,327.7
2022-06-19,1 day ahead inc hosp,2022-06-24,04,quantile,0.01,48.4
2022-06-19,1 day ahead inc hosp,2022-06-24,25,quantile,0.01,36.5
2022-06-19,1 day ahead inc hosp,2022-06-24,55,quantile,0.01,39.9
2022-06-19,1 day ahead inc hosp,2022-06-24,48,quantile,0.01,205.1
2022-06-19,1 day ahead inc hosp,2022-06-24,31,quantile,0.01,9.1
2022-06-19,1 day ahead inc hosp,2022-06-24,49,quantile,0.01,25.3
2022-06-19,1 day ahead inc hosp,2022-06-24,41,quantile,0.01,29.7
2022-06-19,1 day ahead inc hosp,2022-06-24,12,quantile,0.01,243.6
2022-06-19,1 day ahead inc hosp,2022-06-24,36,quantile,0.01,134.8
2022-06-19,1 day ahead inc hosp,2022-06-24,44,quantile,0.01,0.7
2022-06-19,1 day ahead inc hosp,2022-06-24,13,quantile,0.01,75.5
2022-06-19,1 day ahead inc hosp,2022-06-24,33,quantile,0.01,6.4
2022-06-19,1 day ahead inc hosp,2022-06-24,37,quantile,0.01,55.1
2022-06-19,1 day ahead inc hosp,2022-06-24,34,quantile,0.01,89.2
2022-06-19,1 day ahead inc hosp,2022-06-24,08,quantile,0.01,47.2
2022-06-19,1 day ahead inc hosp,2022-06-24,24,quantile,0.01,33.3
2022-06-19,1 day ahead inc hosp,2022-06-24,32,quantile,0.01,25.1
2022-06-19,1 day ahead inc hosp,2022-06-24,47,quantile,0.01,38.5
2022-06-19,1 day ahead inc hosp,2022-06-24,15,quantile,0.01,25.4
2022-06-19,1 day ahead inc hosp,2022-06-24,18,quantile,0.01,42.1
2022-06-19,1 day ahead inc hosp,2022-06-24,21,quantile,0.01,0
2022-06-19,1 day ahead inc hosp,2022-06-24,27,quantile,0.01,30.8
2022-06-19,1 day ahead inc hosp,2022-06-24,40,quantile,0.01,0
2022-06-19,1 day ahead inc hosp,2022-06-24,42,quantile,0.01,76.5
2022-06-19,1 day ahead inc hosp,2022-06-24,45,quantile,0.01,31.5
2022-06-19,1 day ahead inc hosp,2022-06-24,11,quantile,0.01,4.6
2022-06-19,1 day ahead inc hosp,2022-06-24,20,quantile,0.01,13.6
2022-06-19,1 day ahead inc hosp,2022-06-24,29,quantile,0.01,50.6
2022-06-19,1 day ahead inc hosp,2022-06-24,50,quantile,0.01,1.4
2022-06-19,1 day ahead inc hosp,2022-06-24,51,quantile,0.01,50.3
2022-06-19,1 day ahead inc hosp,2022-06-24,09,quantile,0.01,22.3
2022-06-19,1 day ahead inc hosp,2022-06-24,19,quantile,0.01,18.4
2022-06-19,1 day ahead inc hosp,2022-06-24,22,quantile,0.01,34.4
2022-06-19,1 day ahead inc hosp,2022-06-24,39,quantile,0.01,77.2
2022-06-19,1 day ahead inc hosp,2022-06-24,26,quantile,0.01,59.2
2022-06-19,1 day ahead inc hosp,2022-06-24,46,quantile,0.01,4.5
2022-06-19,1 day ahead inc hosp,2022-06-24,05,quantile,0.01,15.6
2022-06-19,1 day ahead inc hosp,2022-06-24,10,quantile,0.01,1.9
2022-06-19,1 day ahead inc hosp,2022-06-24,28,quantile,0.01,19.2
2022-06-19,1 day ahead inc hosp,2022-06-24,35,quantile,0.01,14.1
2022-06-19,1 day ahead inc hosp,2022-06-24,38,quantile,0.01,2.3
2022-06-19,1 day ahead inc hosp,2022-06-24,56,quantile,0.01,1.5
2022-06-19,1 day ahead inc hosp,2022-06-24,02,quantile,0.01,3.6
2022-06-19,1 day ahead inc hosp,2022-06-24,23,quantile,0.01,3.7
2022-06-19,1 day ahead inc hosp,2022-06-24,01,quantile,0.01,35.5
2022-06-19,1 day ahead inc hosp,2022-06-24,16,quantile,0.01,13.9
2022-06-19,1 day ahead inc hosp,2022-06-24,30,quantile,0.01,9.5
2022-06-19,1 day ahead inc hosp,2022-06-24,72,quantile,0.01,12.4
2022-06-19,1 day ahead inc hosp,2022-06-24,78,quantile,0.01,0
2022-06-19,1 day ahead inc hosp,2022-06-24,54,quantile,0.01,14.6
2022-06-19,2 day ahead inc hosp,2022-07-01,53,quantile,0.01,46.9
2022-06-19,2 day ahead inc hosp,2022-07-01,17,quantile,0.01,104.1
2022-06-19,2 day ahead inc hosp,2022-07-01,06,quantile,0.01,327.5
2022-06-19,2 day ahead inc hosp,2022-07-01,04,quantile,0.01,48.5
2022-06-19,2 day ahead inc hosp,2022-07-01,25,quantile,0.01,36.2
2022-06-19,2 day ahead inc hosp,2022-07-01,55,quantile,0.01,40
2022-06-19,2 day ahead inc hosp,2022-07-01,48,quantile,0.01,205
2022-06-19,2 day ahead inc hosp,2022-07-01,31,quantile,0.01,9.1
2022-06-19,2 day ahead inc hosp,2022-07-01,49,quantile,0.01,25.2
2022-06-19,2 day ahead inc hosp,2022-07-01,41,quantile,0.01,29.7
2022-06-19,2 day ahead inc hosp,2022-07-01,12,quantile,0.01,241.2
2022-06-19,2 day ahead inc hosp,2022-07-01,36,quantile,0.01,133
2022-06-19,2 day ahead inc hosp,2022-07-01,44,quantile,0.01,0.7
2022-06-19,2 day ahead inc hosp,2022-07-01,13,quantile,0.01,75.6
2022-06-19,2 day ahead inc hosp,2022-07-01,33,quantile,0.01,6.4
2022-06-19,2 day ahead inc hosp,2022-07-01,37,quantile,0.01,55
2022-06-19,2 day ahead inc hosp,2022-07-01,34,quantile,0.01,88.7
2022-06-19,2 day ahead inc hosp,2022-07-01,08,quantile,0.01,46.9
2022-06-19,2 day ahead inc hosp,2022-07-01,24,quantile,0.01,33.3
2022-06-19,2 day ahead inc hosp,2022-07-01,32,quantile,0.01,24.9
2022-06-19,2 day ahead inc hosp,2022-07-01,47,quantile,0.01,38.6
2022-06-19,2 day ahead inc hosp,2022-07-01,15,quantile,0.01,25.5
2022-06-19,2 day ahead inc hosp,2022-07-01,18,quantile,0.01,41.8
2022-06-19,2 day ahead inc hosp,2022-07-01,21,quantile,0.01,0
2022-06-19,2 day ahead inc hosp,2022-07-01,27,quantile,0.01,30.8
2022-06-19,2 day ahead inc hosp,2022-07-01,40,quantile,0.01,0
2022-06-19,2 day ahead inc hosp,2022-07-01,42,quantile,0.01,75.6
2022-06-19,2 day ahead inc hosp,2022-07-01,45,quantile,0.01,31.3
2022-06-19,2 day ahead inc hosp,2022-07-01,11,quantile,0.01,4.7
2022-06-19,2 day ahead inc hosp,2022-07-01,20,quantile,0.01,13.6
2022-06-19,2 day ahead inc hosp,2022-07-01,29,quantile,0.01,50.5
2022-06-19,2 day ahead inc hosp,2022-07-01,50,quantile,0.01,1.3
2022-06-19,2 day ahead inc hosp,2022-07-01,51,quantile,0.01,50.4
2022-06-19,2 day ahead inc hosp,2022-07-01,09,quantile,0.01,22.3
2022-06-19,2 day ahead inc hosp,2022-07-01,19,quantile,0.01,18.4
2022-06-19,2 day ahead inc hosp,2022-07-01,22,quantile,0.01,34.1
2022-06-19,2 day ahead inc hosp,2022-07-01,39,quantile,0.01,77.2
2022-06-19,2 day ahead inc hosp,2022-07-01,26,quantile,0.01,59.1
2022-06-19,2 day ahead inc hosp,2022-07-01,46,quantile,0.01,4.5
2022-06-19,2 day ahead inc hosp,2022-07-01,05,quantile,0.01,15.6
2022-06-19,2 day ahead inc hosp,2022-07-01,10,quantile,0.01,1.9
2022-06-19,2 day ahead inc hosp,2022-07-01,28,quantile,0.01,19
2022-06-19,2 day ahead inc hosp,2022-07-01,35,quantile,0.01,14.1
2022-06-19,2 day ahead inc hosp,2022-07-01,38,quantile,0.01,2.2
2022-06-19,2 day ahead inc hosp,2022-07-01,56,quantile,0.01,1.5
2022-06-19,2 day ahead inc hosp,2022-07-01,02,quantile,0.01,3.6
2022-06-19,2 day ahead inc hosp,2022-07-01,23,quantile,0.01,3.7
2022-06-19,2 day ahead inc hosp,2022-07-01,01,quantile,0.01,35.2
2022-06-19,2 day ahead inc hosp,2022-07-01,16,quantile,0.01,13.9
2022-06-19,2 day ahead inc hosp,2022-07-01,30,quantile,0.01,9.4
2022-06-19,2 day ahead inc hosp,2022-07-01,72,quantile,0.01,12.3
2022-06-19,2 day ahead inc hosp,2022-07-01,78,quantile,0.01,0
2022-06-19,2 day ahead inc hosp,2022-07-01,54,quantile,0.01,14.5
2022-06-19,3 day ahead inc hosp,2022-07-08,53,quantile,0.01,47.1
2022-06-19,3 day ahead inc hosp,2022-07-08,17,quantile,0.01,103.5
2022-06-19,3 day ahead inc hosp,2022-07-08,06,quantile,0.01,327.2
2022-06-19,3 day ahead inc hosp,2022-07-08,04,quantile,0.01,48.6
