forecast_date,target,target_end_date,location,type,quantile,value
2023-02-19,1 day ahead inc hosp,2023-02-24,53,quantile,0.01,28.1
2023-02-19,1 day ahead inc hosp,2023-02-24,17,quantile,0.01,83.3
2023-02-19,1 day ahead inc hosp,2023-02-24,06,quantile,0.01,266.9
2023-02-19,1 day ahead inc hosp,2023-02-24,04,quantile,0.01,30.2
2023-02-19,1 day ahead inc hosp,2023-02-24,25,quantile,0.01,54.9
2023-02-19,1 day ahead inc hosp,2023-02-24,55,quantile,0.01,47.1
2023-02-19,1 day ahead inc hosp,2023-02-24,48,quantile,0.01,139.6
2023-02-19,1 day ahead inc hosp,2023-02-24,31,quantile,0.01,11.4
2023-02-19,1 day ahead inc hosp,2023-02-24,49,quantile,0.01,12.1
2023-02-19,1 day ahead inc hosp,2023-02-24,41,quantile,0.01,17.8
2023-02-19,1 day ahead inc hosp,2023-02-24,12,quantile,0.01,126.7
2023-02-19,1 day ahead inc hosp,2023-02-24,36,quantile,0.01,154.3
2023-02-19,1 day ahead inc hosp,2023-02-24,44,quantile,0.01,2.9
2023-02-19,1 day ahead inc hosp,2023-02-24,13,quantile,0.01,62.6
2023-02-19,1 day ahead inc hosp,2023-02-24,33,quantile,0.01,4.4
2023-02-19,1 day ahead inc hosp,2023-02-24,37,quantile,0.01,47.8
2023-02-19,1 day ahead inc hosp,2023-02-24,34,quantile,0.01,87.2
2023-02-19,1 day ahead inc hosp,2023-02-24,08,quantile,0.01,26.9
2023-02-19,1 day ahead inc hosp,2023-02-24,24,quantile,0.01,27.6
2023-02-19,1 day ahead inc hosp,2023-02-24,32,quantile,0.01,8.6
2023-02-19,1 day ahead inc hosp,2023-02-24,47,quantile,0.01,39.2
2023-02-19,1 day ahead inc hosp,2023-02-24,15,quantile,0.01,6.8
2023-02-19,1 day ahead inc hosp,2023-02-24,18,quantile,0.01,41.6
2023-02-19,1 day ahead inc hosp,2023-02-24,21,quantile,0.01,29.2
2023-02-19,1 day ahead inc hosp,2023-02-24,27,quantile,0.01,27.5
2023-02-19,1 day ahead inc hosp,2023-02-24,40,quantile,0.01,21.7
2023-02-19,1 day ahead inc hosp,2023-02-24,42,quantile,0.01,115
2023-02-19,1 day ahead inc hosp,2023-02-24,45,quantile,0.01,16.8
2023-02-19,1 day ahead inc hosp,2023-02-24,11,quantile,0.01,2.7
2023-02-19,1 day ahead inc hosp,2023-02-24,20,quantile,0.01,12.3
2023-02-19,1 day ahead inc hosp,2023-02-24,29,quantile,0.01,42.4
2023-02-19,1 day ahead inc hosp,2023-02-24,50,quantile,0.01,1.2
2023-02-19,1 day ahead inc hosp,2023-02-24,51,quantile,0.01,30.4
2023-02-19,1 day ahead inc hosp,2023-02-24,09,quantile,0.01,31.6
2023-02-19,1 day ahead inc hosp,2023-02-24,19,quantile,0.01,17.8
2023-02-19,1 day ahead inc hosp,2023-02-24,22,quantile,0.01,23.9
2023-02-19,1 day ahead inc hosp,2023-02-24,39,quantile,0.01,98.3
2023-02-19,1 day ahead inc hosp,2023-02-24,26,quantile,0.01,56.9
2023-02-19,1 day ahead inc hosp,2023-02-24,46,quantile,0.01,5.6
2023-02-19,1 day ahead inc hosp,2023-02-24,05,quantile,0.01,11.3
2023-02-19,1 day ahead inc hosp,2023-02-24,10,quantile,0.01,4.1
2023-02-19,1 day ahead inc hosp,2023-02-24,28,quantile,0.01,13.6
2023-02-19,1 day ahead inc hosp,2023-02-24,35,quantile,0.01,6.5
2023-02-19,1 day ahead inc hosp,2023-02-24,38,quantile,0.01,3.4
2023-02-19,1 day ahead inc hosp,2023-02-24,56,quantile,0.01,0.9
2023-02-19,1 day ahead inc hosp,2023-02-24,02,quantile,0.01,1.8
2023-02-19,1 day ahead inc hosp,2023-02-24,23,quantile,0.01,10.1
2023-02-19,1 day ahead inc hosp,2023-02-24,01,quantile,0.01,26.6
2023-02-19,1 day ahead inc hosp,2023-02-24,16,quantile,0.01,7.5
2023-02-19,1 day ahead inc hosp,2023-02-24,30,quantile,0.01,2
2023-02-19,1 day ahead inc hosp,2023-02-24,72,quantile,0.01,5.1
2023-02-19,1 day ahead inc hosp,2023-02-24,78,quantile,0.01,0
2023-02-19,1 day ahead inc hosp,2023-02-24,54,quantile,0.01,10.9
2023-02-19,2 day ahead inc hosp,2023-03-03,53,quantile,0.01,28.1
2023-02-19,2 day ahead inc hosp,2023-03-03,17,quantile,0.01,83
2023-02-19,2 day ahead inc hosp,2023-03-03,06,quantile,0.01,266.2
2023-02-19,2 day ahead inc hosp,2023-03-03,04,quantile,0.01,30.1
2023-02-19,2 day ahead inc hosp,2023-03-03,25,quantile,0.01,54.4
2023-02-19,2 day ahead inc hosp,2023-03-03,55,quantile,0.01,47
