forecast_date,target,target_end_date,location,type,quantile,value
2022-06-05,1 day ahead inc hosp,2022-06-10,53,quantile,0.01,40.9
2022-06-05,1 day ahead inc hosp,2022-06-10,17,quantile,0.01,101.7
2022-06-05,1 day ahead inc hosp,2022-06-10,06,quantile,0.01,192.6
2022-06-05,1 day ahead inc hosp,2022-06-10,04,quantile,0.01,36.1
2022-06-05,1 day ahead inc hosp,2022-06-10,25,quantile,0.01,41.6
2022-06-05,1 day ahead inc hosp,2022-06-10,55,quantile,0.01,48.4
2022-06-05,1 day ahead inc hosp,2022-06-10,48,quantile,0.01,137.2
2022-06-05,1 day ahead inc hosp,2022-06-10,31,quantile,0.01,8.2
2022-06-05,1 day ahead inc hosp,2022-06-10,49,quantile,0.01,16.8
2022-06-05,1 day ahead inc hosp,2022-06-10,41,quantile,0.01,21.9
2022-06-05,1 day ahead inc hosp,2022-06-10,12,quantile,0.01,186.2
2022-06-05,1 day ahead inc hosp,2022-06-10,36,quantile,0.01,133.5
2022-06-05,1 day ahead inc hosp,2022-06-10,44,quantile,0.01,2.1
2022-06-05,1 day ahead inc hosp,2022-06-10,13,quantile,0.01,54
2022-06-05,1 day ahead inc hosp,2022-06-10,33,quantile,0.01,3.6
2022-06-05,1 day ahead inc hosp,2022-06-10,37,quantile,0.01,68.4
2022-06-05,1 day ahead inc hosp,2022-06-10,34,quantile,0.01,84.3
2022-06-05,1 day ahead inc hosp,2022-06-10,08,quantile,0.01,25.9
2022-06-05,1 day ahead inc hosp,2022-06-10,24,quantile,0.01,26.1
2022-06-05,1 day ahead inc hosp,2022-06-10,32,quantile,0.01,19.7
2022-06-05,1 day ahead inc hosp,2022-06-10,47,quantile,0.01,25.8
2022-06-05,1 day ahead inc hosp,2022-06-10,15,quantile,0.01,14.7
2022-06-05,1 day ahead inc hosp,2022-06-10,18,quantile,0.01,39.8
2022-06-05,1 day ahead inc hosp,2022-06-10,21,quantile,0.01,0
2022-06-05,1 day ahead inc hosp,2022-06-10,27,quantile,0.01,34.1
2022-06-05,1 day ahead inc hosp,2022-06-10,40,quantile,0.01,0
2022-06-05,1 day ahead inc hosp,2022-06-10,42,quantile,0.01,97.4
2022-06-05,1 day ahead inc hosp,2022-06-10,45,quantile,0.01,17.7
2022-06-05,1 day ahead inc hosp,2022-06-10,11,quantile,0.01,4
2022-06-05,1 day ahead inc hosp,2022-06-10,20,quantile,0.01,6.9
2022-06-05,1 day ahead inc hosp,2022-06-10,29,quantile,0.01,44.3
2022-06-05,1 day ahead inc hosp,2022-06-10,50,quantile,0.01,1.4
2022-06-05,1 day ahead inc hosp,2022-06-10,51,quantile,0.01,46
2022-06-05,1 day ahead inc hosp,2022-06-10,09,quantile,0.01,30.3
2022-06-05,1 day ahead inc hosp,2022-06-10,19,quantile,0.01,11.9
2022-06-05,1 day ahead inc hosp,2022-06-10,22,quantile,0.01,24.9
2022-06-05,1 day ahead inc hosp,2022-06-10,39,quantile,0.01,85.1
2022-06-05,1 day ahead inc hosp,2022-06-10,26,quantile,0.01,69.1
2022-06-05,1 day ahead inc hosp,2022-06-10,46,quantile,0.01,1.9
2022-06-05,1 day ahead inc hosp,2022-06-10,05,quantile,0.01,7.7
2022-06-05,1 day ahead inc hosp,2022-06-10,10,quantile,0.01,4.3
2022-06-05,1 day ahead inc hosp,2022-06-10,28,quantile,0.01,4.7
2022-06-05,1 day ahead inc hosp,2022-06-10,35,quantile,0.01,6
2022-06-05,1 day ahead inc hosp,2022-06-10,38,quantile,0.01,1.1
2022-06-05,1 day ahead inc hosp,2022-06-10,56,quantile,0.01,0.2
2022-06-05,1 day ahead inc hosp,2022-06-10,02,quantile,0.01,3
2022-06-05,1 day ahead inc hosp,2022-06-10,23,quantile,0.01,4.9
2022-06-05,1 day ahead inc hosp,2022-06-10,01,quantile,0.01,20.6
2022-06-05,1 day ahead inc hosp,2022-06-10,16,quantile,0.01,8.4
2022-06-05,1 day ahead inc hosp,2022-06-10,30,quantile,0.01,6.7
2022-06-05,1 day ahead inc hosp,2022-06-10,72,quantile,0.01,12.6
2022-06-05,1 day ahead inc hosp,2022-06-10,78,quantile,0.01,0
2022-06-05,1 day ahead inc hosp,2022-06-10,54,quantile,0.01,17.3
2022-06-05,2 day ahead inc hosp,2022-06-17,53,quantile,0.01,40.7
2022-06-05,2 day ahead inc hosp,2022-06-17,17,quantile,0.01,101.2
2022-06-05,2 day ahead inc hosp,2022-06-17,06,quantile,0.01,193.1
2022-06-05,2 day ahead inc hosp,2022-06-17,04,quantile,0.01,35.9
2022-06-05,2 day ahead inc hosp,2022-06-17,25,quantile,0.01,41.1
2022-06-05,2 day ahead inc hosp,2022-06-17,55,quantile,0.01,48.2
2022-06-05,2 day ahead inc hosp,2022-06-17,48,quantile,0.01,137.7
2022-06-05,2 day ahead inc hosp,2022-06-17,31,quantile,0.01,8
2022-06-05,2 day ahead inc hosp,2022-06-17,49,quantile,0.01,16.8
2022-06-05,2 day ahead inc hosp,2022-06-17,41,quantile,0.01,21.8
2022-06-05,2 day ahead inc hosp,2022-06-17,12,quantile,0.01,184.3
2022-06-05,2 day ahead inc hosp,2022-06-17,36,quantile,0.01,131.2
2022-06-05,2 day ahead inc hosp,2022-06-17,44,quantile,0.01,2
2022-06-05,2 day ahead inc hosp,2022-06-17,13,quantile,0.01,53.9
2022-06-05,2 day ahead inc hosp,2022-06-17,33,quantile,0.01,3.6
2022-06-05,2 day ahead inc hosp,2022-06-17,37,quantile,0.01,67.9
2022-06-05,2 day ahead inc hosp,2022-06-17,34,quantile,0.01,83.5
2022-06-05,2 day ahead inc hosp,2022-06-17,08,quantile,0.01,26.3
2022-06-05,2 day ahead inc hosp,2022-06-17,24,quantile,0.01,25.9
2022-06-05,2 day ahead inc hosp,2022-06-17,32,quantile,0.01,19.5
2022-06-05,2 day ahead inc hosp,2022-06-17,47,quantile,0.01,25.9
2022-06-05,2 day ahead inc hosp,2022-06-17,15,quantile,0.01,14.8
2022-06-05,2 day ahead inc hosp,2022-06-17,18,quantile,0.01,39.5
2022-06-05,2 day ahead inc hosp,2022-06-17,21,quantile,0.01,0
2022-06-05,2 day ahead inc hosp,2022-06-17,27,quantile,0.01,34.2
2022-06-05,2 day ahead inc hosp,2022-06-17,40,quantile,0.01,0
2022-06-05,2 day ahead inc hosp,2022-06-17,42,quantile,0.01,96
2022-06-05,2 day ahead inc hosp,2022-06-17,45,quantile,0.01,17.7
2022-06-05,2 day ahead inc hosp,2022-06-17,11,quantile,0.01,3.9
2022-06-05,2 day ahead inc hosp,2022-06-17,20,quantile,0.01,7
2022-06-05,2 day ahead inc hosp,2022-06-17,29,quantile,0.01,44.4
2022-06-05,2 day ahead inc hosp,2022-06-17,50,quantile,0.01,1.4
2022-06-05,2 day ahead inc hosp,2022-06-17,51,quantile,0.01,45.6
2022-06-05,2 day ahead inc hosp,2022-06-17,09,quantile,0.01,30
2022-06-05,2 day ahead inc hosp,2022-06-17,19,quantile,0.01,11.8
2022-06-05,2 day ahead inc hosp,2022-06-17,22,quantile,0.01,24.6
2022-06-05,2 day ahead inc hosp,2022-06-17,39,quantile,0.01,85.1
2022-06-05,2 day ahead inc hosp,2022-06-17,26,quantile,0.01,68.9
2022-06-05,2 day ahead inc hosp,2022-06-17,46,quantile,0.01,2
2022-06-05,2 day ahead inc hosp,2022-06-17,05,quantile,0.01,7.5
2022-06-05,2 day ahead inc hosp,2022-06-17,10,quantile,0.01,4.2
2022-06-05,2 day ahead inc hosp,2022-06-17,28,quantile,0.01,4.7
2022-06-05,2 day ahead inc hosp,2022-06-17,35,quantile,0.01,6
2022-06-05,2 day ahead inc hosp,2022-06-17,38,quantile,0.01,1.1
2022-06-05,2 day ahead inc hosp,2022-06-17,56,quantile,0.01,0.3
2022-06-05,2 day ahead inc hosp,2022-06-17,02,quantile,0.01,3
2022-06-05,2 day ahead inc hosp,2022-06-17,23,quantile,0.01,4.9
2022-06-05,2 day ahead inc hosp,2022-06-17,01,quantile,0.01,20.7
2022-06-05,2 day ahead inc hosp,2022-06-17,16,quantile,0.01,8.3
2022-06-05,2 day ahead inc hosp,2022-06-17,30,quantile,0.01,6.6
2022-06-05,2 day ahead inc hosp,2022-06-17,72,quantile,0.01,12.5
2022-06-05,2 day ahead inc hosp,2022-06-17,78,quantile,0.01,0
2022-06-05,2 day ahead inc hosp,2022-06-17,54,quantile,0.01,17.2
2022-06-05,3 day ahead inc hosp,2022-06-24,53,quantile,0.01,40.3
2022-06-05,3 day ahead inc hosp,2022-06-24,17,quantile,0.01,100.5
2022-06-05,3 day ahead inc hosp,2022-06-24,06,quantile,0.01,193.8
2022-06-05,3 day ahead inc hosp,2022-06-24,04,quantile,0.01,35.5
2022-06-05,3 day ahead inc hosp,2022-06-24,25,quantile,0.01,40.4
2022-06-05,3 day ahead inc hosp,2022-06-24,55,quantile,0.01,47.9
2022-06-05,3 day ahead inc hosp,2022-06-24,48,quantile,0.01,138.3
2022-06-05,3 day ahead inc hosp,2022-06-24,31,quantile,0.01,7.9
2022-06-05,3 day ahead inc hosp,2022-06-24,49,quantile,0.01,16.7
2022-06-05,3 day ahead inc hosp,2022-06-24,41,quantile,0.01,21.7
2022-06-05,3 day ahead inc hosp,2022-06-24,12,quantile,0.01,181.5
2022-06-05,3 day ahead inc hosp,2022-06-24,36,quantile,0.01,127.8
2022-06-05,3 day ahead inc hosp,2022-06-24,44,quantile,0.01,2
2022-06-05,3 day ahead inc hosp,2022-06-24,13,quantile,0.01,53.8
2022-06-05,3 day ahead inc hosp,2022-06-24,33,quantile,0.01,3.6
2022-06-05,3 day ahead inc hosp,2022-06-24,37,quantile,0.01,67.2
2022-06-05,3 day ahead inc hosp,2022-06-24,34,quantile,0.01,82.4
2022-06-05,3 day ahead inc hosp,2022-06-24,08,quantile,0.01,26.8
2022-06-05,3 day ahead inc hosp,2022-06-24,24,quantile,0.01,25.6
2022-06-05,3 day ahead inc hosp,2022-06-24,32,quantile,0.01,19.2
2022-06-05,3 day ahead inc hosp,2022-06-24,47,quantile,0.01,26.1
2022-06-05,3 day ahead inc hosp,2022-06-24,15,quantile,0.01,14.9
2022-06-05,3 day ahead inc hosp,2022-06-24,18,quantile,0.01,39.1
2022-06-05,3 day ahead inc hosp,2022-06-24,21,quantile,0.01,0
2022-06-05,3 day ahead inc hosp,2022-06-24,27,quantile,0.01,34.3
2022-06-05,3 day ahead inc hosp,2022-06-24,40,quantile,0.01,0
2022-06-05,3 day ahead inc hosp,2022-06-24,42,quantile,0.01,94
2022-06-05,3 day ahead inc hosp,2022-06-24,45,quantile,0.01,17.7
2022-06-05,3 day ahead inc hosp,2022-06-24,11,quantile,0.01,3.9
2022-06-05,3 day ahead inc hosp,2022-06-24,20,quantile,0.01,7.1
2022-06-05,3 day ahead inc hosp,2022-06-24,29,quantile,0.01,44.5
2022-06-05,3 day ahead inc hosp,2022-06-24,50,quantile,0.01,1.4
2022-06-05,3 day ahead inc hosp,2022-06-24,51,quantile,0.01,44.9
2022-06-05,3 day ahead inc hosp,2022-06-24,09,quantile,0.01,29.7
2022-06-05,3 day ahead inc hosp,2022-06-24,19,quantile,0.01,11.6
2022-06-05,3 day ahead inc hosp,2022-06-24,22,quantile,0.01,24.3
2022-06-05,3 day ahead inc hosp,2022-06-24,39,quantile,0.01,85.1
2022-06-05,3 day ahead inc hosp,2022-06-24,26,quantile,0.01,68.7
2022-06-05,3 day ahead inc hosp,2022-06-24,46,quantile,0.01,2.1
2022-06-05,3 day ahead inc hosp,2022-06-24,05,quantile,0.01,7.3
2022-06-05,3 day ahead inc hosp,2022-06-24,10,quantile,0.01,4
2022-06-05,3 day ahead inc hosp,2022-06-24,28,quantile,0.01,4.5
2022-06-05,3 day ahead inc hosp,2022-06-24,35,quantile,0.01,5.9
2022-06-05,3 day ahead inc hosp,2022-06-24,38,quantile,0.01,1.2
2022-06-05,3 day ahead inc hosp,2022-06-24,56,quantile,0.01,0.4
2022-06-05,3 day ahead inc hosp,2022-06-24,02,quantile,0.01,3
2022-06-05,3 day ahead inc hosp,2022-06-24,23,quantile,0.01,4.9
2022-06-05,3 day ahead inc hosp,2022-06-24,01,quantile,0.01,20.9
2022-06-05,3 day ahead inc hosp,2022-06-24,16,quantile,0.01,8.2
2022-06-05,3 day ahead inc hosp,2022-06-24,30,quantile,0.01,6.5
2022-06-05,3 day ahead inc hosp,2022-06-24,72,quantile,0.01,12.5
2022-06-05,3 day ahead inc hosp,2022-06-24,78,quantile,0.01,0
2022-06-05,3 day ahead inc hosp,2022-06-24,54,quantile,0.01,17.1
2022-06-05,4 day ahead inc hosp,2022-07-01,53,quantile,0.01,40
2022-06-05,4 day ahead inc hosp,2022-07-01,17,quantile,0.01,99.7
2022-06-05,4 day ahead inc hosp,2022-07-01,06,quantile,0.01,194.7
2022-06-05,4 day ahead inc hosp,2022-07-01,04,quantile,0.01,35
2022-06-05,4 day ahead inc hosp,2022-07-01,25,quantile,0.01,39.5
2022-06-05,4 day ahead inc hosp,2022-07-01,55,quantile,0.01,47.5
2022-06-05,4 day ahead inc hosp,2022-07-01,48,quantile,0.01,139
2022-06-05,4 day ahead inc hosp,2022-07-01,31,quantile,0.01,7.7
2022-06-05,4 day ahead inc hosp,2022-07-01,49,quantile,0.01,16.7
2022-06-05,4 day ahead inc hosp,2022-07-01,41,quantile,0.01,21.4
2022-06-05,4 day ahead inc hosp,2022-07-01,12,quantile,0.01,178.1
2022-06-05,4 day ahead inc hosp,2022-07-01,36,quantile,0.01,123.7
2022-06-05,4 day ahead inc hosp,2022-07-01,44,quantile,0.01,1.9
2022-06-05,4 day ahead inc hosp,2022-07-01,13,quantile,0.01,53.6
2022-06-05,4 day ahead inc hosp,2022-07-01,33,quantile,0.01,3.6
2022-06-05,4 day ahead inc hosp,2022-07-01,37,quantile,0.01,66.4
2022-06-05,4 day ahead inc hosp,2022-07-01,34,quantile,0.01,81
2022-06-05,4 day ahead inc hosp,2022-07-01,08,quantile,0.01,27.4
2022-06-05,4 day ahead inc hosp,2022-07-01,24,quantile,0.01,25.3
2022-06-05,4 day ahead inc hosp,2022-07-01,32,quantile,0.01,18.8
2022-06-05,4 day ahead inc hosp,2022-07-01,47,quantile,0.01,26.3
2022-06-05,4 day ahead inc hosp,2022-07-01,15,quantile,0.01,15.1
2022-06-05,4 day ahead inc hosp,2022-07-01,18,quantile,0.01,38.6
2022-06-05,4 day ahead inc hosp,2022-07-01,21,quantile,0.01,0
2022-06-05,4 day ahead inc hosp,2022-07-01,27,quantile,0.01,34.5
2022-06-05,4 day ahead inc hosp,2022-07-01,40,quantile,0.01,0
2022-06-05,4 day ahead inc hosp,2022-07-01,42,quantile,0.01,91.5
2022-06-05,4 day ahead inc hosp,2022-07-01,45,quantile,0.01,17.7
2022-06-05,4 day ahead inc hosp,2022-07-01,11,quantile,0.01,3.9
2022-06-05,4 day ahead inc hosp,2022-07-01,20,quantile,0.01,7.2
2022-06-05,4 day ahead inc hosp,2022-07-01,29,quantile,0.01,44.6
2022-06-05,4 day ahead inc hosp,2022-07-01,50,quantile,0.01,1.3
2022-06-05,4 day ahead inc hosp,2022-07-01,51,quantile,0.01,44.1
2022-06-05,4 day ahead inc hosp,2022-07-01,09,quantile,0.01,29.2
2022-06-05,4 day ahead inc hosp,2022-07-01,19,quantile,0.01,11.4
2022-06-05,4 day ahead inc hosp,2022-07-01,22,quantile,0.01,23.8
2022-06-05,4 day ahead inc hosp,2022-07-01,39,quantile,0.01,85.1
2022-06-05,4 day ahead inc hosp,2022-07-01,26,quantile,0.01,68.3
2022-06-05,4 day ahead inc hosp,2022-07-01,46,quantile,0.01,2.2
2022-06-05,4 day ahead inc hosp,2022-07-01,05,quantile,0.01,7.1
2022-06-05,4 day ahead inc hosp,2022-07-01,10,quantile,0.01,3.9
2022-06-05,4 day ahead inc hosp,2022-07-01,28,quantile,0.01,4.3
2022-06-05,4 day ahead inc hosp,2022-07-01,35,quantile,0.01,5.9
2022-06-05,4 day ahead inc hosp,2022-07-01,38,quantile,0.01,1.3
2022-06-05,4 day ahead inc hosp,2022-07-01,56,quantile,0.01,0.5
2022-06-05,4 day ahead inc hosp,2022-07-01,02,quantile,0.01,2.9
2022-06-05,4 day ahead inc hosp,2022-07-01,23,quantile,0.01,4.9
2022-06-05,4 day ahead inc hosp,2022-07-01,01,quantile,0.01,21.1
2022-06-05,4 day ahead inc hosp,2022-07-01,16,quantile,0.01,8
2022-06-05,4 day ahead inc hosp,2022-07-01,30,quantile,0.01,6.3
2022-06-05,4 day ahead inc hosp,2022-07-01,72,quantile,0.01,12.4
2022-06-05,4 day ahead inc hosp,2022-07-01,78,quantile,0.01,0
2022-06-05,4 day ahead inc hosp,2022-07-01,54,quantile,0.01,16.9
2022-06-05,5 day ahead inc hosp,2022-07-08,53,quantile,0.01,39.3
2022-06-05,5 day ahead inc hosp,2022-07-08,17,quantile,0.01,98.4
2022-06-05,5 day ahead inc hosp,2022-07-08,06,quantile,0.01,196.1
2022-06-05,5 day ahead inc hosp,2022-07-08,04,quantile,0.01,34.3
2022-06-05,5 day ahead inc hosp,2022-07-08,25,quantile,0.01,38.1
2022-06-05,5 day ahead inc hosp,2022-07-08,55,quantile,0.01,46.8
2022-06-05,5 day ahead inc hosp,2022-07-08,48,quantile,0.01,140.2
2022-06-05,5 day ahead inc hosp,2022-07-08,31,quantile,0.01,7.3
2022-06-05,5 day ahead inc hosp,2022-07-08,49,quantile,0.01,16.7
2022-06-05,5 day ahead inc hosp,2022-07-08,41,quantile,0.01,21.1
2022-06-05,5 day ahead inc hosp,2022-07-08,12,quantile,0.01,172.7
2022-06-05,5 day ahead inc hosp,2022-07-08,36,quantile,0.01,117.2
2022-06-05,5 day ahead inc hosp,2022-07-08,44,quantile,0.01,1.8
2022-06-05,5 day ahead inc hosp,2022-07-08,13,quantile,0.01,53.4
2022-06-05,5 day ahead inc hosp,2022-07-08,33,quantile,0.01,3.7
2022-06-05,5 day ahead inc hosp,2022-07-08,37,quantile,0.01,65
2022-06-05,5 day ahead inc hosp,2022-07-08,34,quantile,0.01,78.8
2022-06-05,5 day ahead inc hosp,2022-07-08,08,quantile,0.01,28.4
2022-06-05,5 day ahead inc hosp,2022-07-08,24,quantile,0.01,24.7
2022-06-05,5 day ahead inc hosp,2022-07-08,32,quantile,0.01,18.3
2022-06-05,5 day ahead inc hosp,2022-07-08,47,quantile,0.01,26.6
2022-06-05,5 day ahead inc hosp,2022-07-08,15,quantile,0.01,15.4
2022-06-05,5 day ahead inc hosp,2022-07-08,18,quantile,0.01,37.8
2022-06-05,5 day ahead inc hosp,2022-07-08,21,quantile,0.01,0
2022-06-05,5 day ahead inc hosp,2022-07-08,27,quantile,0.01,34.7
2022-06-05,5 day ahead inc hosp,2022-07-08,40,quantile,0.01,0
2022-06-05,5 day ahead inc hosp,2022-07-08,42,quantile,0.01,87.7
2022-06-05,5 day ahead inc hosp,2022-07-08,45,quantile,0.01,17.7
2022-06-05,5 day ahead inc hosp,2022-07-08,11,quantile,0.01,3.8
2022-06-05,5 day ahead inc hosp,2022-07-08,20,quantile,0.01,7.4
2022-06-05,5 day ahead inc hosp,2022-07-08,29,quantile,0.01,44.8
2022-06-05,5 day ahead inc hosp,2022-07-08,50,quantile,0.01,1.2
2022-06-05,5 day ahead inc hosp,2022-07-08,51,quantile,0.01,42.9
2022-06-05,5 day ahead inc hosp,2022-07-08,09,quantile,0.01,28.5
2022-06-05,5 day ahead inc hosp,2022-07-08,19,quantile,0.01,11.1
2022-06-05,5 day ahead inc hosp,2022-07-08,22,quantile,0.01,23.1
2022-06-05,5 day ahead inc hosp,2022-07-08,39,quantile,0.01,85.1
2022-06-05,5 day ahead inc hosp,2022-07-08,26,quantile,0.01,67.8
2022-06-05,5 day ahead inc hosp,2022-07-08,46,quantile,0.01,2.4
2022-06-05,5 day ahead inc hosp,2022-07-08,05,quantile,0.01,6.7
2022-06-05,5 day ahead inc hosp,2022-07-08,10,quantile,0.01,3.6
2022-06-05,5 day ahead inc hosp,2022-07-08,28,quantile,0.01,4.1
2022-06-05,5 day ahead inc hosp,2022-07-08,35,quantile,0.01,5.9
2022-06-05,5 day ahead inc hosp,2022-07-08,38,quantile,0.01,1.4
2022-06-05,5 day ahead inc hosp,2022-07-08,56,quantile,0.01,0.8
2022-06-05,5 day ahead inc hosp,2022-07-08,02,quantile,0.01,2.8
2022-06-05,5 day ahead inc hosp,2022-07-08,23,quantile,0.01,4.8
2022-06-05,5 day ahead inc hosp,2022-07-08,01,quantile,0.01,21.4
2022-06-05,5 day ahead inc hosp,2022-07-08,16,quantile,0.01,7.8
2022-06-05,5 day ahead inc hosp,2022-07-08,30,quantile,0.01,6.1
2022-06-05,5 day ahead inc hosp,2022-07-08,72,quantile,0.01,12.3
2022-06-05,5 day ahead inc hosp,2022-07-08,78,quantile,0.01,0
2022-06-05,5 day ahead inc hosp,2022-07-08,54,quantile,0.01,16.7
2022-06-05,6 day ahead inc hosp,2022-07-15,53,quantile,0.01,38.6
2022-06-05,6 day ahead inc hosp,2022-07-15,17,quantile,0.01,96.7
2022-06-05,6 day ahead inc hosp,2022-07-15,06,quantile,0.01,197.9
2022-06-05,6 day ahead inc hosp,2022-07-15,04,quantile,0.01,33.3
2022-06-05,6 day ahead inc hosp,2022-07-15,25,quantile,0.01,36.3
2022-06-05,6 day ahead inc hosp,2022-07-15,55,quantile,0.01,46
2022-06-05,6 day ahead inc hosp,2022-07-15,48,quantile,0.01,141.6
2022-06-05,6 day ahead inc hosp,2022-07-15,31,quantile,0.01,6.9
2022-06-05,6 day ahead inc hosp,2022-07-15,49,quantile,0.01,16.7
2022-06-05,6 day ahead inc hosp,2022-07-15,41,quantile,0.01,20.7
2022-06-05,6 day ahead inc hosp,2022-07-15,12,quantile,0.01,165.9
2022-06-05,6 day ahead inc hosp,2022-07-15,36,quantile,0.01,109.1
2022-06-05,6 day ahead inc hosp,2022-07-15,44,quantile,0.01,1.6
2022-06-05,6 day ahead inc hosp,2022-07-15,13,quantile,0.01,53.1
2022-06-05,6 day ahead inc hosp,2022-07-15,33,quantile,0.01,3.7
2022-06-05,6 day ahead inc hosp,2022-07-15,37,quantile,0.01,63.3
2022-06-05,6 day ahead inc hosp,2022-07-15,34,quantile,0.01,76.1
2022-06-05,6 day ahead inc hosp,2022-07-15,08,quantile,0.01,29.7
2022-06-05,6 day ahead inc hosp,2022-07-15,24,quantile,0.01,24
2022-06-05,6 day ahead inc hosp,2022-07-15,32,quantile,0.01,17.6
2022-06-05,6 day ahead inc hosp,2022-07-15,47,quantile,0.01,27
2022-06-05,6 day ahead inc hosp,2022-07-15,15,quantile,0.01,15.7
2022-06-05,6 day ahead inc hosp,2022-07-15,18,quantile,0.01,36.9
2022-06-05,6 day ahead inc hosp,2022-07-15,21,quantile,0.01,0
2022-06-05,6 day ahead inc hosp,2022-07-15,27,quantile,0.01,35
2022-06-05,6 day ahead inc hosp,2022-07-15,40,quantile,0.01,0
2022-06-05,6 day ahead inc hosp,2022-07-15,42,quantile,0.01,82.8
2022-06-05,6 day ahead inc hosp,2022-07-15,45,quantile,0.01,17.7
2022-06-05,6 day ahead inc hosp,2022-07-15,11,quantile,0.01,3.8
2022-06-05,6 day ahead inc hosp,2022-07-15,20,quantile,0.01,7.7
2022-06-05,6 day ahead inc hosp,2022-07-15,29,quantile,0.01,45.1
2022-06-05,6 day ahead inc hosp,2022-07-15,50,quantile,0.01,1.1
2022-06-05,6 day ahead inc hosp,2022-07-15,51,quantile,0.01,41.3
2022-06-05,6 day ahead inc hosp,2022-07-15,09,quantile,0.01,27.6
2022-06-05,6 day ahead inc hosp,2022-07-15,19,quantile,0.01,10.7
2022-06-05,6 day ahead inc hosp,2022-07-15,22,quantile,0.01,22.2
2022-06-05,6 day ahead inc hosp,2022-07-15,39,quantile,0.01,85.1
2022-06-05,6 day ahead inc hosp,2022-07-15,26,quantile,0.01,67.2
2022-06-05,6 day ahead inc hosp,2022-07-15,46,quantile,0.01,2.7
2022-06-05,6 day ahead inc hosp,2022-07-15,05,quantile,0.01,6.3
2022-06-05,6 day ahead inc hosp,2022-07-15,10,quantile,0.01,3.3
2022-06-05,6 day ahead inc hosp,2022-07-15,28,quantile,0.01,3.7
2022-06-05,6 day ahead inc hosp,2022-07-15,35,quantile,0.01,5.9
2022-06-05,6 day ahead inc hosp,2022-07-15,38,quantile,0.01,1.6
2022-06-05,6 day ahead inc hosp,2022-07-15,56,quantile,0.01,1
2022-06-05,6 day ahead inc hosp,2022-07-15,02,quantile,0.01,2.8
2022-06-05,6 day ahead inc hosp,2022-07-15,23,quantile,0.01,4.8
2022-06-05,6 day ahead inc hosp,2022-07-15,01,quantile,0.01,21.8
2022-06-05,6 day ahead inc hosp,2022-07-15,16,quantile,0.01,7.5
2022-06-05,6 day ahead inc hosp,2022-07-15,30,quantile,0.01,5.8
2022-06-05,6 day ahead inc hosp,2022-07-15,72,quantile,0.01,12.1
2022-06-05,6 day ahead inc hosp,2022-07-15,78,quantile,0.01,0
2022-06-05,6 day ahead inc hosp,2022-07-15,54,quantile,0.01,16.5
2022-06-05,7 day ahead inc hosp,2022-07-22,53,quantile,0.01,37.7
